,identifiers,country,gender,age,stratum,education,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8,PVMATH1,PVMATH2,PVMATH3,PVMATH4,PVMATH5
147,TUR7920000TUR00161079200000000600148,TUR,2.0,16.08,16.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,453.1936,428.2676,410.3521,450.0779,410.3521
148,TUR7920000TUR00161079200000000600149,TUR,2.0,15.42,16.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,314.9322,328.9531,304.0271,305.585,328.9531
149,TUR7920000TUR00161079200000000600150,TUR,2.0,15.92,16.0,3,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,467.6819,526.1022,410.0405,434.1876,490.2711
150,TUR7920000TUR00161079200000000600151,TUR,2.0,15.42,16.0,3,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,457.3999,389.6323,371.7168,388.0745,388.0745
151,TUR7920000TUR00161079200000000600152,TUR,2.0,15.67,16.0,3,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,346.5571,361.3569,360.578,366.0305,343.4413
152,TUR7920000TUR00161079200000000600153,TUR,2.0,16.08,16.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,489.3363,490.8942,539.9673,497.1257,508.8098
153,TUR7920000TUR00161079200000000600154,TUR,2.0,15.92,16.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,388.1524,381.9209,336.7425,412.2994,413.8573
154,TUR7920000TUR00161079200000000600155,TUR,2.0,15.33,16.0,3,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,477.8081,458.3346,512.8603,486.3764,533.8916
155,TUR7920000TUR00191079200000000700156,TUR,1.0,15.5,19.0,2,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,369.1463,420.5562,370.7042,352.7886,306.8313
156,TUR7920000TUR00191079200000000700157,TUR,2.0,15.42,19.0,2,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,396.7207,402.1732,352.3212,447.3516,399.8364
157,TUR7920000TUR00191079200000000700158,TUR,1.0,15.83,19.0,2,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,393.6828,403.809,377.3251,434.1876,436.5244
158,TUR7920000TUR00191079200000000700159,TUR,2.0,15.33,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,421.8025,445.1706,379.7398,386.7503,431.1497
159,TUR7920000TUR00191079200000000700160,TUR,2.0,16.0,19.0,2,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,418.5309,408.4047,430.9939,391.2681,418.5309
160,TUR7920000TUR00191079200000000700161,TUR,2.0,16.17,19.0,2,1.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,342.974,318.8269,287.6694,293.122,309.4797
161,TUR7920000TUR00191079200000000700162,TUR,2.0,16.17,19.0,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,322.7216,380.363,367.9,340.6372,308.7007
162,TUR7920000TUR00191079200000000700163,TUR,2.0,16.25,19.0,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,389.165,456.1536,387.6071,430.4487,393.0597
163,TUR7920000TUR00191079200000000700164,TUR,2.0,15.67,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,427.0992,416.973,474.6144,459.8146,434.1097
164,TUR7920000TUR00191079200000000700165,TUR,1.0,15.42,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,360.1885,388.2303,371.8726,347.7255,360.1885
165,TUR7920000TUR00191079200000000700166,TUR,2.0,15.58,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,383.1672,376.9357,383.9461,380.8303,407.3142
166,TUR7920000TUR00191079200000000700167,TUR,1.0,15.83,19.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,365.6411,387.4513,326.6942,325.9153,384.3356
167,TUR7920000TUR00191079200000000700168,TUR,2.0,15.75,19.0,2,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,378.4156,438.3938,371.4052,376.0788,429.8255
168,TUR7920000TUR00191079200000000700169,TUR,2.0,15.33,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,401.4722,385.8934,341.494,341.494,318.9048
169,TUR7920000TUR00191079200000000700170,TUR,1.0,15.83,19.0,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,478.4312,444.158,442.6001,443.379,479.9891
170,TUR7920000TUR00191079200000000700171,TUR,1.0,15.75,19.0,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,413.0005,408.3268,426.2424,413.7794,405.99
171,TUR7920000TUR00191079200000000700172,TUR,2.0,15.75,19.0,2,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,482.6375,450.701,437.4591,453.0379,483.4164
172,TUR7920000TUR00191079200000000700173,TUR,2.0,16.17,19.0,2,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,397.4217,458.1788,426.2424,408.3268,405.99
173,TUR7920000TUR00191079200000000700174,TUR,1.0,16.25,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,398.2785,438.0044,399.0575,448.1305,423.2045
174,TUR7920000TUR00191079200000000700175,TUR,1.0,15.42,19.0,2,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,421.8025,358.7085,421.8025,396.0975,434.2655
175,TUR7920000TUR00191079200000000700176,TUR,2.0,16.25,19.0,2,2.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,415.4931,329.8099,387.4513,378.883,362.5253
176,TUR7920000TUR00191079200000000700177,TUR,2.0,16.08,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,349.9065,350.6855,345.2329,368.601,340.5593
177,TUR7920000TUR00191079200000000700178,TUR,2.0,15.75,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,342.0393,381.7651,342.0393,414.4804,366.9653
178,TUR7920000TUR00191079200000000700179,TUR,2.0,15.83,19.0,2,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,387.3734,404.51,380.363,399.0575,315.7112
179,TUR7920000TUR00191079200000000700180,TUR,2.0,15.67,19.0,2,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,402.8743,378.7272,422.3477,430.916,401.3164
180,TUR7920000TUR00191079200000000700181,TUR,1.0,15.92,19.0,2,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,352.1654,341.2603,380.2072,333.4709,355.2812
181,TUR7920000TUR00191079200000000700182,TUR,2.0,15.75,19.0,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,222.6281,290.3957,263.1329,272.4801,265.4697
182,TUR7920000TUR00191079200000000700183,TUR,2.0,15.58,19.0,2,2.0,1.0,3.0,4.0,1.0,3.0,3.0,2.0,310.1807,325.7595,339.7803,324.2016,342.8961
183,TUR7920000TUR00191079200000000700184,TUR,1.0,15.83,19.0,2,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,359.4875,340.793,308.8565,357.1506,347.8034
184,TUR7920000TUR00191079200000000700185,TUR,1.0,15.42,19.0,2,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,487.8564,483.1827,471.4987,473.8355,445.7937
185,TUR7920000TUR00191079200000000700186,TUR,2.0,15.33,19.0,2,1.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,419.7772,464.9556,425.2298,388.6197,459.503
186,TUR7920000TUR00191079200000000700187,TUR,2.0,15.75,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,399.2912,442.9117,404.7437,399.2912,396.1754
187,TUR7920000TUR00191079200000000700188,TUR,2.0,15.5,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,412.6889,438.3938,441.5096,407.2363,421.2572
188,TUR7920000TUR00191079200000000700189,TUR,2.0,16.17,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,349.1276,384.9587,398.2007,382.6219,364.7063
189,TUR7920000TUR00261079200000000800190,TUR,2.0,15.5,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,427.7224,472.9008,439.4064,460.4378,401.2385
190,TUR7920000TUR00261079200000000800191,TUR,1.0,15.67,26.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,262.6655,220.6029,278.2443,258.7708,236.9606
191,TUR7920000TUR00261079200000000800192,TUR,1.0,15.5,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,389.7881,371.0936,428.735,426.3982,383.5566
192,TUR7920000TUR00261079200000000800193,TUR,2.0,15.5,26.0,3,2.0,2.0,9.0,2.0,2.0,3.0,3.0,2.0,346.8687,403.7311,337.5214,371.7947,384.2577
193,TUR7920000TUR00261079200000000800194,TUR,1.0,15.5,26.0,3,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,443.379,470.6418,440.2633,448.0527,431.695
194,TUR7920000TUR00261079200000000800195,TUR,1.0,16.25,26.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,314.9322,317.269,307.9218,270.5328,288.4484
195,TUR7920000TUR00261079200000000800196,TUR,1.0,15.58,26.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,374.9883,471.5766,439.6401,411.5984,455.2189
196,TUR7920000TUR00261079200000000800197,TUR,2.0,15.83,26.0,3,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,414.3247,431.4613,426.7877,415.8825,380.0514
197,TUR7920000TUR00261079200000000800198,TUR,2.0,16.08,26.0,3,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,476.5618,502.2667,485.1301,512.3929,478.1196
198,TUR7920000TUR00261079200000000800199,TUR,1.0,15.42,26.0,3,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,287.28,306.7534,370.6263,316.8796,348.0371
199,TUR7920000TUR00261079200000000800200,TUR,2.0,15.83,26.0,3,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,419.7772,417.4404,447.04,397.188,460.282
200,TUR7920000TUR00261079200000000800201,TUR,1.0,16.25,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,502.8899,519.2475,463.164,424.9961,460.0483
201,TUR7920000TUR00261079200000000800202,TUR,2.0,15.92,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,478.587,438.8612,473.9134,519.8707,488.7132
202,TUR7920000TUR00261079200000000800203,TUR,1.0,16.25,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,453.1936,405.6785,328.5636,380.7525,405.6785
203,TUR7920000TUR00261079200000000800204,TUR,1.0,15.75,26.0,3,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,436.2907,453.4273,443.3011,429.2803,447.9748
204,TUR7920000TUR00261079200000000800205,TUR,2.0,16.0,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,329.732,349.9844,332.0689,349.2055,357.7738
205,TUR7920000TUR00261079200000000800206,TUR,2.0,15.67,26.0,3,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,438.7054,419.232,399.7585,441.0422,430.916
206,TUR7920000TUR00261079200000000800207,TUR,2.0,16.0,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,437.2254,354.658,379.584,389.7102,411.5205
207,TUR7920000TUR00261079200000000800208,TUR,1.0,15.5,26.0,3,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,452.181,450.6232,503.5909,490.349,422.5814
208,TUR7920000TUR00261079200000000800209,TUR,2.0,15.67,26.0,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,420.7898,480.768,416.1162,502.5783,424.6845
209,TUR7920000TUR00261079200000000800210,TUR,2.0,15.67,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,332.7699,307.8439,310.1807,370.9378,380.2851
210,TUR7920000TUR00261079200000000800211,TUR,2.0,15.5,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,409.1837,397.4996,388.1524,411.5205,402.9522
211,TUR7920000TUR00261079200000000800212,TUR,1.0,16.25,26.0,3,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,409.1837,363.2264,426.3203,405.289,409.1837
212,TUR7920000TUR00261079200000000800213,TUR,2.0,15.75,26.0,3,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,367.121,449.6884,443.4569,402.9522,389.7102
213,TUR7920000TUR00261079200000000800214,TUR,1.0,16.0,26.0,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,408.4047,446.5727,427.8782,399.8364,417.752
214,TUR7920000TUR00261079200000000800215,TUR,2.0,15.58,26.0,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,367.3547,313.608,355.6707,349.4392,375.923
215,TUR7920000TUR00261079200000000800216,TUR,2.0,16.25,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,493.231,464.4103,486.9995,460.5157,473.7576
216,TUR7920000TUR00261079200000000800217,TUR,2.0,15.67,26.0,3,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,342.1172,381.064,342.8961,341.3382,378.7272
217,TUR7920000TUR00261079200000000800218,TUR,2.0,15.92,26.0,3,1.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,350.997,391.5018,388.386,428.1119,382.1545
218,TUR7920000TUR00261079200000000800219,TUR,1.0,16.25,26.0,3,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,392.047,432.5518,449.6884,438.0044,459.0357
219,TUR7920000TUR00261079200000000800220,TUR,2.0,16.17,26.0,3,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,472.3555,388.2303,420.1667,438.8612,419.3878
220,TUR7920000TUR00261079200000000800221,TUR,2.0,15.92,26.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,442.7559,422.5035,399.9143,420.9456,396.7986
221,TUR7920000TUR00261079200000000800222,TUR,1.0,15.58,26.0,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,334.5615,392.9818,417.1288,378.9609,357.1506
222,TUR7920000TUR00261079200000000800223,TUR,2.0,15.75,26.0,3,4.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,348.5044,401.4722,371.0936,351.6202,351.6202
223,TUR7920000TUR00191079200000000900224,TUR,1.0,15.42,19.0,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,367.7442,447.1958,377.0914,377.0914,382.544
224,TUR7920000TUR00191079200000000900225,TUR,2.0,15.67,19.0,2,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,426.554,415.6489,407.0805,424.2172,445.2485
225,TUR7920000TUR00191079200000000900226,TUR,1.0,15.75,19.0,2,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,427.7224,450.3116,473.6797,472.1218,514.1845
226,TUR7920000TUR00191079200000000900227,TUR,2.0,15.33,19.0,2,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,351.5423,328.9531,344.5319,285.3326,300.9114
227,TUR7920000TUR00191079200000000900228,TUR,2.0,15.5,19.0,2,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,328.1742,371.0157,389.7102,398.2785,384.2577
228,TUR7920000TUR00191079200000000900229,TUR,1.0,16.25,19.0,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,465.2672,483.9617,450.4674,493.3089,466.8251
229,TUR7920000TUR00191079200000000900230,TUR,1.0,16.08,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,396.8765,442.0548,435.8233,419.4656,417.9078
230,TUR7920000TUR00191079200000000900231,TUR,2.0,15.5,19.0,2,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,400.7711,382.0766,387.5292,357.9296,410.1184
231,TUR7920000TUR00191079200000000900232,TUR,1.0,16.25,19.0,2,1.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,390.8786,308.3113,338.6898,307.5323,302.8587
232,TUR7920000TUR00191079200000000900233,TUR,2.0,15.75,19.0,2,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,366.7316,339.4688,365.9526,350.3739,341.8056
233,TUR7920000TUR00191079200000000900234,TUR,2.0,16.0,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,427.0992,409.9626,448.9095,452.8042,454.3621
234,TUR7920000TUR00191079200000000900235,TUR,2.0,15.42,19.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,457.3999,459.7367,493.231,486.9995,469.084
235,TUR7920000TUR00191079200000000900236,TUR,2.0,15.83,19.0,2,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,428.735,389.7881,383.5566,383.5566,408.4826
236,TUR7920000TUR00191079200000000900237,TUR,2.0,15.58,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,325.4479,264.6908,341.8056,285.7221,350.3739
237,TUR7920000TUR00191079200000000900238,TUR,1.0,15.75,19.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,444.2359,441.899,413.8573,417.752,443.4569
238,TUR7920000TUR00191079200000000900239,TUR,1.0,16.25,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,375.7673,360.9674,357.8517,390.5671,441.9769
239,TUR7920000TUR00191079200000000900240,TUR,1.0,16.17,19.0,2,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,427.9561,371.0936,413.1563,438.0823,371.0936
240,TUR7920000TUR00191079200000000900241,TUR,1.0,16.25,19.0,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,314.2312,309.5576,322.0206,367.9779,300.9893
241,TUR7920000TUR00191079200000000900242,TUR,2.0,15.92,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,359.3317,364.0053,374.9104,380.363,392.047
242,TUR7920000TUR00191079200000000900243,TUR,1.0,15.42,19.0,2,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,431.695,443.379,443.379,381.843,414.5583
243,TUR7920000TUR00191079200000000900244,TUR,2.0,15.5,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,425.4635,436.3686,444.158,467.5261,456.621
244,TUR7920000TUR00191079200000000900245,TUR,2.0,16.0,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,498.6836,511.1466,515.8202,467.5261,507.2519
245,TUR7920000TUR00191079200000000900246,TUR,1.0,15.42,19.0,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,398.9796,410.6637,353.8012,307.8439,346.0118
246,TUR7920000TUR00191079200000000900247,TUR,2.0,15.67,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,392.2807,345.5445,375.923,322.9553,296.4714
247,TUR7920000TUR00191079200000000900248,TUR,1.0,15.42,19.0,2,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,388.0745,384.9587,394.306,437.9265,382.6219
248,TUR7920000TUR00191079200000000900249,TUR,2.0,16.17,19.0,2,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,401.5501,386.7503,401.5501,421.8025,392.9818
249,TUR7920000TUR00191079200000000900250,TUR,1.0,15.5,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,457.5557,448.9874,480.9238,398.3564,459.1136
250,TUR7920000TUR00191079200000000900251,TUR,1.0,15.83,19.0,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,421.1014,491.2058,463.943,449.9221,471.7324
251,TUR7920000TUR00191079200000000900252,TUR,1.0,15.5,19.0,2,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,367.5884,388.6197,382.3882,366.0305,360.578
252,TUR7920000TUR00191079200000000900253,TUR,1.0,15.42,19.0,2,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,332.0689,318.8269,357.7738,335.9635,337.5214
253,TUR7920000TUR00191079200000000900254,TUR,2.0,15.5,19.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,514.3402,558.7397,540.8241,525.2454,579.771
254,TUR7920000TUR00191079200000000900255,TUR,2.0,16.25,19.0,2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,443.4569,386.5945,413.8573,367.9,359.3317
255,TUR7920000TUR00081079200000001000256,TUR,1.0,15.67,8.0,2,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,325.4479,373.742,368.2895,346.4792,368.2895
256,TUR7920000TUR00081079200000001000257,TUR,2.0,16.08,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,413.312,386.8282,360.3443,415.6489,379.8177
257,TUR7920000TUR00081079200000001000258,TUR,2.0,16.0,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,513.4055,488.4795,492.3742,526.6475,486.1427
258,TUR7920000TUR00081079200000001000259,TUR,2.0,16.17,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,427.0992,427.8782,410.7415,369.4579,442.678
259,TUR7920000TUR00081079200000001000260,TUR,1.0,16.08,8.0,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,371.6389,358.3969,358.3969,356.8391,415.2594
260,TUR7920000TUR00081079200000001000261,TUR,1.0,15.5,8.0,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,366.0305,358.2412,419.7772,399.5248,352.0097
261,TUR7920000TUR00081079200000001000262,TUR,2.0,15.75,8.0,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,446.9621,488.2458,499.9299,480.4565,490.5826
262,TUR7920000TUR00081079200000001000263,TUR,1.0,16.25,8.0,2,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,340.6372,353.1002,305.585,402.1732,352.3212
263,TUR7920000TUR00081079200000001000264,TUR,1.0,16.25,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,401.3164,356.138,407.5479,376.3904,372.4957
264,TUR7920000TUR00081079200000001000265,TUR,2.0,15.83,8.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,427.8782,429.436,431.7729,441.1201,370.2368
265,TUR7920000TUR00081079200000001000266,TUR,1.0,15.83,8.0,2,1.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,401.2385,363.0706,387.9966,423.8277,416.0383
266,TUR7920000TUR00081079200000001000267,TUR,1.0,15.83,8.0,2,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,310.1807,408.3268,317.9701,355.3591,335.1067
267,TUR7920000TUR00081079200000001000268,TUR,2.0,15.42,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,444.3916,466.9808,412.4552,429.5918,431.1497
268,TUR7920000TUR00081079200000001000269,TUR,2.0,15.92,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,391.346,352.3991,360.1885,392.1249,396.7986
269,TUR7920000TUR00081079200000001000270,TUR,2.0,16.17,8.0,2,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,440.497,416.3499,381.2977,442.0548,440.497
270,TUR7920000TUR00081079200000001000271,TUR,1.0,15.75,8.0,2,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,460.5157,392.7481,441.0422,417.6741,396.6428
271,TUR7920000TUR00081079200000001000272,TUR,2.0,15.83,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,326.6163,316.4901,393.6049,357.7738,353.1002
272,TUR7920000TUR00081079200000001000273,TUR,2.0,15.42,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,363.3043,344.6098,344.6098,348.5044,353.1781
273,TUR7920000TUR00081079200000001000274,TUR,1.0,15.83,8.0,2,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,429.436,399.0575,398.2785,380.363,416.1941
274,TUR7920000TUR00081079200000001000275,TUR,2.0,15.67,8.0,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,449.3768,461.8399,434.577,422.114,445.4822
275,TUR7920000TUR00081079200000001000276,TUR,2.0,16.08,8.0,2,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,370.3147,303.3261,307.9997,327.4731,311.1154
276,TUR7920000TUR00081079200000001000277,TUR,1.0,15.42,8.0,2,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,403.108,316.6459,389.866,373.5083,394.5396
277,TUR7920000TUR00081079200000001000278,TUR,2.0,16.08,8.0,2,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,446.8064,439.7959,442.1327,478.7428,463.164
278,TUR7920000TUR00081079200000001000279,TUR,1.0,15.67,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,458.9578,441.0422,456.621,443.379,452.7263
279,TUR7920000TUR00081079200000001000280,TUR,2.0,15.58,8.0,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,450.5453,418.6088,488.7132,438.8612,515.976
280,TUR7920000TUR00081079200000001000281,TUR,2.0,16.17,8.0,2,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,324.9805,344.454,377.1693,303.1703,331.212
281,TUR7920000TUR00081079200000001000282,TUR,2.0,15.58,8.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,394.306,384.1798,391.9692,449.6105,364.7063
282,TUR7920000TUR00081079200000001000283,TUR,1.0,16.0,8.0,2,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,420.0888,420.0888,405.289,437.2254,410.7415
283,TUR7920000TUR00081079200000001000284,TUR,1.0,16.08,8.0,2,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,378.883,435.7454,387.4513,388.2303,339.9361
284,TUR7920000TUR00081079200000001000285,TUR,2.0,15.42,8.0,2,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,326.5384,321.0858,247.8657,331.991,286.0337
285,TUR7920000TUR00151079200000001100286,TUR,1.0,15.83,15.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,410.43,418.2193,428.3455,456.3873,423.6719
286,TUR7920000TUR00151079200000001100287,TUR,2.0,15.92,15.0,2,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,393.6049,387.3734,374.9104,394.3839,388.9313
287,TUR7920000TUR00151079200000001100288,TUR,1.0,15.67,15.0,2,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,481.7807,488.7911,474.7702,428.8129,485.6753
288,TUR7920000TUR00151079200000001100289,TUR,1.0,16.08,15.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,414.8699,439.017,398.5122,439.7959,426.554
289,TUR7920000TUR00151079200000001100290,TUR,1.0,15.67,15.0,2,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,406.0679,374.1315,360.8895,356.9949,415.4152
290,TUR7920000TUR00151079200000001100291,TUR,2.0,15.58,15.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,556.4808,535.4494,544.7967,529.9969,515.976
291,TUR7920000TUR00151079200000001100292,TUR,2.0,15.83,15.0,2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,451.8695,463.5535,433.1749,392.6702,435.5118
292,TUR7920000TUR00151079200000001100293,TUR,1.0,15.75,15.0,2,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,438.8612,453.661,419.3878,392.1249,418.6088
293,TUR7920000TUR00151079200000001100294,TUR,1.0,16.17,15.0,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,422.3477,402.0953,417.6741,441.0422,409.1058
